uuid,provider,date,max_accuracy,model_name,constraint,best_params,loops_in_model,best_model_duration,all_duration,cost,accuracy,precision,recall,f1
1bab4460-7beb-43b7-be4b-5eb31afe1ba4,a12f6956-9aca-4550-8caa-2e2f9532674c,27/07/2023,0.310344828,dt,2,depth = 10 and min_smaple = 15,0,0.1042261,0.5616856,200,0.310344828,1,0.090909091,0.166666667
1bab4460-7beb-43b7-be4b-5eb31afe1ba4,a12f6956-9aca-4550-8caa-2e2f9532674c,27/07/2023,0.827586207,dt,17,depth = 10 and min_smaple = 15,0,0.1019837,0.5582929,61,0.75862069,0.941176471,0.727272727,0.820512821
1bab4460-7beb-43b7-be4b-5eb31afe1ba4,a12f6956-9aca-4550-8caa-2e2f9532674c,27/07/2023,0.310344828,rf,2,depth = 3 and min_smaple = 15,0,0.5902278,8.5520545,200,0.310344828,1,0.090909091,0.166666667
1bab4460-7beb-43b7-be4b-5eb31afe1ba4,a12f6956-9aca-4550-8caa-2e2f9532674c,27/07/2023,0.827586207,rf,17,depth = 3 and min_smaple = 5,0,0.577985,8.6461428,61,0.75862069,0.941176471,0.727272727,0.820512821
1bab4460-7beb-43b7-be4b-5eb31afe1ba4,a12f6956-9aca-4550-8caa-2e2f9532674c,27/07/2023,0.310344828,cs,2,depth = 3 and min_smaple = 5,0,0.0262028,0.2298296,211,0.24137931,0.5,0.045454545,0.083333333
1bab4460-7beb-43b7-be4b-5eb31afe1ba4,a12f6956-9aca-4550-8caa-2e2f9532674c,27/07/2023,0.827586207,cs,17,depth = 3 and min_smaple = 5,0,0.0257437,0.2305684,94,0.551724138,0.764705882,0.590909091,0.666666667
1bab4460-7beb-43b7-be4b-5eb31afe1ba4,a12f6956-9aca-4550-8caa-2e2f9532674c,27/07/2023,0.310344828,AdaCSL_WRC,2,depth = 3 and min_smaple = 5,35,116.5502978,1196.558615,211,0.24137931,0.5,0.045454545,0.083333333
1bab4460-7beb-43b7-be4b-5eb31afe1ba4,a12f6956-9aca-4550-8caa-2e2f9532674c,27/07/2023,0.827586207,AdaCSL_WRC,17,depth = 3 and min_smaple = 5,20,64.1957067,643.1523716,72,0.689655172,0.882352941,0.681818182,0.769230769
1bab4460-7beb-43b7-be4b-5eb31afe1ba4,a12f6956-9aca-4550-8caa-2e2f9532674c,27/07/2023,0.310344828,cfn=cfp AdaCSL_WRC,2,depth = 3 and min_smaple = 5,3,9.3657435,94.7831511,211,0.24137931,0.5,0.045454545,0.083333333
1bab4460-7beb-43b7-be4b-5eb31afe1ba4,a12f6956-9aca-4550-8caa-2e2f9532674c,27/07/2023,0.827586207,cfn=cfp AdaCSL_WRC,17,depth = 3 and min_smaple = 5,1,2.3656415,23.1616875,72,0.689655172,0.882352941,0.681818182,0.769230769
1bab4460-7beb-43b7-be4b-5eb31afe1ba4,a12f6956-9aca-4550-8caa-2e2f9532674c,28/07/2023,0.448275862,dt,2,depth = 10 and min_smaple = 15,0,0.1005762,0.5617983,171,0.379310345,0.5,0.055555556,0.1
1bab4460-7beb-43b7-be4b-5eb31afe1ba4,a12f6956-9aca-4550-8caa-2e2f9532674c,28/07/2023,0.965517241,dt,17,depth = 10 and min_smaple = 15,0,0.1015563,0.5513401,43,0.75862069,0.823529412,0.777777778,0.8
1bab4460-7beb-43b7-be4b-5eb31afe1ba4,a12f6956-9aca-4550-8caa-2e2f9532674c,28/07/2023,0.448275862,rf,2,depth = 3 and min_smaple = 5,0,0.5828704,8.6132358,160,0.448275862,1,0.111111111,0.2
1bab4460-7beb-43b7-be4b-5eb31afe1ba4,a12f6956-9aca-4550-8caa-2e2f9532674c,28/07/2023,0.965517241,rf,17,depth = 3 and min_smaple = 5,0,0.6001898,8.7163775,32,0.827586207,0.882352941,0.833333333,0.857142857
1bab4460-7beb-43b7-be4b-5eb31afe1ba4,a12f6956-9aca-4550-8caa-2e2f9532674c,28/07/2023,0.448275862,cs,2,depth = 3 and min_smaple = 5,0,0.0267005,0.2347167,171,0.379310345,0.5,0.055555556,0.1
1bab4460-7beb-43b7-be4b-5eb31afe1ba4,a12f6956-9aca-4550-8caa-2e2f9532674c,28/07/2023,0.965517241,cs,17,depth = 3 and min_smaple = 5,0,0.0258652,0.235588,65,0.620689655,0.705882353,0.666666667,0.685714286
1bab4460-7beb-43b7-be4b-5eb31afe1ba4,a12f6956-9aca-4550-8caa-2e2f9532674c,28/07/2023,0.448275862,AdaCSL_WRC,2,depth = 3 and min_smaple = 5,46,154.6917884,1580.977197,171,0.379310345,0.5,0.055555556,0.1
1bab4460-7beb-43b7-be4b-5eb31afe1ba4,a12f6956-9aca-4550-8caa-2e2f9532674c,28/07/2023,0.965517241,AdaCSL_WRC,17,depth = 3 and min_smaple = 5,18,59.334483,617.2621288,54,0.689655172,0.764705882,0.722222222,0.742857143
1bab4460-7beb-43b7-be4b-5eb31afe1ba4,a12f6956-9aca-4550-8caa-2e2f9532674c,28/07/2023,0.448275862,cfn=cfp AdaCSL_WRC,2,depth = 3 and min_smaple = 5,4,13.0392229,125.0218519,171,0.379310345,0.5,0.055555556,0.1
1bab4460-7beb-43b7-be4b-5eb31afe1ba4,a12f6956-9aca-4550-8caa-2e2f9532674c,28/07/2023,0.965517241,cfn=cfp AdaCSL_WRC,17,depth = 3 and min_smaple = 5,1,2.451768,22.5371706,43,0.75862069,0.823529412,0.777777778,0.8
1bab4460-7beb-43b7-be4b-5eb31afe1ba4,a12f6956-9aca-4550-8caa-2e2f9532674c,29/07/2023,0.793103448,dt,2,depth = 3 and min_smaple = 5,0,0.0340063,0.5646498,71,0.724137931,0.5,0.125,0.2
1bab4460-7beb-43b7-be4b-5eb31afe1ba4,a12f6956-9aca-4550-8caa-2e2f9532674c,29/07/2023,0.689655172,dt,17,depth = 3 and min_smaple = 5,0,0.0340532,0.5681477,20,0.620689655,0.411764706,0.875,0.56
1bab4460-7beb-43b7-be4b-5eb31afe1ba4,a12f6956-9aca-4550-8caa-2e2f9532674c,29/07/2023,0.793103448,rf,2,depth = 10 and min_smaple = 5,0,1.5995165,8.6942144,60,0.793103448,1,0.25,0.4
1bab4460-7beb-43b7-be4b-5eb31afe1ba4,a12f6956-9aca-4550-8caa-2e2f9532674c,29/07/2023,0.689655172,rf,17,depth = 10 and min_smaple = 5,0,1.5400796,8.626246,9,0.689655172,0.470588235,1,0.64
1bab4460-7beb-43b7-be4b-5eb31afe1ba4,a12f6956-9aca-4550-8caa-2e2f9532674c,29/07/2023,0.793103448,cs,2,depth = 3 and min_smaple = 5,0,0.0261375,0.2291671,71,0.724137931,0.5,0.125,0.2
1bab4460-7beb-43b7-be4b-5eb31afe1ba4,a12f6956-9aca-4550-8caa-2e2f9532674c,29/07/2023,0.689655172,cs,17,depth = 3 and min_smaple = 5,0,0.0261947,0.2301364,42,0.482758621,0.294117647,0.625,0.4
1bab4460-7beb-43b7-be4b-5eb31afe1ba4,a12f6956-9aca-4550-8caa-2e2f9532674c,29/07/2023,0.793103448,AdaCSL_WRC,2,depth = 3 and min_smaple = 5,34,111.7633016,1154.054016,71,0.724137931,0.5,0.125,0.2
1bab4460-7beb-43b7-be4b-5eb31afe1ba4,a12f6956-9aca-4550-8caa-2e2f9532674c,29/07/2023,0.689655172,AdaCSL_WRC,17,depth = 3 and min_smaple = 5,12,39.6305676,417.9276205,20,0.620689655,0.411764706,0.875,0.56
1bab4460-7beb-43b7-be4b-5eb31afe1ba4,a12f6956-9aca-4550-8caa-2e2f9532674c,29/07/2023,0.793103448,cfn=cfp AdaCSL_WRC,2,depth = 3 and min_smaple = 5,3,9.2950538,95.6030322,71,0.724137931,0.5,0.125,0.2
1bab4460-7beb-43b7-be4b-5eb31afe1ba4,a12f6956-9aca-4550-8caa-2e2f9532674c,29/07/2023,0.689655172,cfn=cfp AdaCSL_WRC,17,depth = 3 and min_smaple = 5,1,2.4899372,22.5627745,31,0.551724138,0.352941176,0.75,0.48
1bab4460-7beb-43b7-be4b-5eb31afe1ba4,a12f6956-9aca-4550-8caa-2e2f9532674c,30/07/2023,1,dt,2,depth = 10 and min_smaple = 5,0,0.1070762,0.5686488,0,1,1,1,1
1bab4460-7beb-43b7-be4b-5eb31afe1ba4,a12f6956-9aca-4550-8caa-2e2f9532674c,30/07/2023,0.482758621,dt,17,depth = 10 and min_smaple = 5,0,0.1078521,0.5624394,15,0.482758621,0.117647059,1,0.210526316
1bab4460-7beb-43b7-be4b-5eb31afe1ba4,a12f6956-9aca-4550-8caa-2e2f9532674c,30/07/2023,1,rf,2,depth = 10 and min_smaple = 5,0,1.5749346,8.6449983,0,1,1,1,1
1bab4460-7beb-43b7-be4b-5eb31afe1ba4,a12f6956-9aca-4550-8caa-2e2f9532674c,30/07/2023,0.482758621,rf,17,depth = 10 and min_smaple = 5,0,1.5552487,8.5908305,15,0.482758621,0.117647059,1,0.210526316
1bab4460-7beb-43b7-be4b-5eb31afe1ba4,a12f6956-9aca-4550-8caa-2e2f9532674c,30/07/2023,1,cs,2,depth = 3 and min_smaple = 5,0,0.0262496,0.2319554,11,0.931034483,0.5,0.5,0.5
1bab4460-7beb-43b7-be4b-5eb31afe1ba4,a12f6956-9aca-4550-8caa-2e2f9532674c,30/07/2023,0.482758621,cs,17,depth = 3 and min_smaple = 5,0,0.0259861,0.2294982,15,0.482758621,0.117647059,1,0.210526316
1bab4460-7beb-43b7-be4b-5eb31afe1ba4,a12f6956-9aca-4550-8caa-2e2f9532674c,30/07/2023,1,AdaCSL_WRC,2,depth = 3 and min_smaple = 5,12,40.0555648,418.4945148,11,0.931034483,0.5,0.5,0.5
1bab4460-7beb-43b7-be4b-5eb31afe1ba4,a12f6956-9aca-4550-8caa-2e2f9532674c,30/07/2023,0.482758621,AdaCSL_WRC,17,depth = 3 and min_smaple = 5,4,12.4421959,119.7979839,15,0.482758621,0.117647059,1,0.210526316
1bab4460-7beb-43b7-be4b-5eb31afe1ba4,a12f6956-9aca-4550-8caa-2e2f9532674c,30/07/2023,1,cfn=cfp AdaCSL_WRC,2,depth = 3 and min_smaple = 5,1,2.3984032,22.547924,11,0.931034483,0.5,0.5,0.5
1bab4460-7beb-43b7-be4b-5eb31afe1ba4,a12f6956-9aca-4550-8caa-2e2f9532674c,30/07/2023,0.482758621,cfn=cfp AdaCSL_WRC,17,depth = 3 and min_smaple = 5,1,2.3894582,22.4707976,15,0.482758621,0.117647059,1,0.210526316
1bab4460-7beb-43b7-be4b-5eb31afe1ba4,a12f6956-9aca-4550-8caa-2e2f9532674c,31/07/2023,0.724137931,dt,2,depth = 10 and min_smaple = 15,0,0.1031405,0.5608843,80,0.724137931,1,0.2,0.333333333
1bab4460-7beb-43b7-be4b-5eb31afe1ba4,a12f6956-9aca-4550-8caa-2e2f9532674c,31/07/2023,0.75862069,dt,17,depth = 10 and min_smaple = 50,0,0.0903486,0.5565717,51,0.482758621,0.352941176,0.6,0.444444444
1bab4460-7beb-43b7-be4b-5eb31afe1ba4,a12f6956-9aca-4550-8caa-2e2f9532674c,31/07/2023,0.724137931,rf,2,depth = 5 and min_smaple = 5,0,0.8536046,8.5756577,102,0.586206897,0,0,0
1bab4460-7beb-43b7-be4b-5eb31afe1ba4,a12f6956-9aca-4550-8caa-2e2f9532674c,31/07/2023,0.75862069,rf,17,depth = 5 and min_smaple = 5,0,0.8272613,8.6428475,62,0.413793103,0.294117647,0.5,0.37037037
1bab4460-7beb-43b7-be4b-5eb31afe1ba4,a12f6956-9aca-4550-8caa-2e2f9532674c,31/07/2023,0.724137931,cs,2,depth = 3 and min_smaple = 5,0,0.0258143,0.231967,91,0.655172414,0.5,0.1,0.166666667
1bab4460-7beb-43b7-be4b-5eb31afe1ba4,a12f6956-9aca-4550-8caa-2e2f9532674c,31/07/2023,0.75862069,cs,17,depth = 3 and min_smaple = 5,0,0.0254252,0.2313252,51,0.482758621,0.352941176,0.6,0.444444444
1bab4460-7beb-43b7-be4b-5eb31afe1ba4,a12f6956-9aca-4550-8caa-2e2f9532674c,31/07/2023,0.724137931,AdaCSL_WRC,2,depth = 3 and min_smaple = 5,30,98.0779231,995.1679215,91,0.655172414,0.5,0.1,0.166666667
1bab4460-7beb-43b7-be4b-5eb31afe1ba4,a12f6956-9aca-4550-8caa-2e2f9532674c,31/07/2023,0.75862069,AdaCSL_WRC,17,depth = 3 and min_smaple = 5,18,56.9225846,581.1811376,18,0.689655172,0.529411765,0.9,0.666666667
1bab4460-7beb-43b7-be4b-5eb31afe1ba4,a12f6956-9aca-4550-8caa-2e2f9532674c,31/07/2023,0.724137931,cfn=cfp AdaCSL_WRC,2,depth = 3 and min_smaple = 5,2,6.0007957,57.3897216,91,0.655172414,0.5,0.1,0.166666667
1bab4460-7beb-43b7-be4b-5eb31afe1ba4,a12f6956-9aca-4550-8caa-2e2f9532674c,31/07/2023,0.75862069,cfn=cfp AdaCSL_WRC,17,depth = 3 and min_smaple = 5,1,2.5019927,23.0115926,18,0.689655172,0.529411765,0.9,0.666666667
b12cc99f-3fdf-4ce2-ac65-b8e3fb0817eb,02531004-4599-4177-9d7d-00bc85a200c6,25/07/2023,0.666666667,dt,8,depth = 10 and min_smaple = 5,0,0.103605,0.5585556,101,0.592592593,0.875,0.411764706,0.56
b12cc99f-3fdf-4ce2-ac65-b8e3fb0817eb,02531004-4599-4177-9d7d-00bc85a200c6,25/07/2023,0.851851852,dt,13,depth = 10 and min_smaple = 5,0,0.1086086,0.561439,51,0.777777778,0.923076923,0.705882353,0.8
b12cc99f-3fdf-4ce2-ac65-b8e3fb0817eb,02531004-4599-4177-9d7d-00bc85a200c6,25/07/2023,0.666666667,rf,8,depth = 3 and min_smaple = 5,0,0.6336597,8.9267335,101,0.592592593,0.875,0.411764706,0.56
b12cc99f-3fdf-4ce2-ac65-b8e3fb0817eb,02531004-4599-4177-9d7d-00bc85a200c6,25/07/2023,0.851851852,rf,13,depth = 3 and min_smaple = 5,0,0.6632611,9.0875795,62,0.703703704,0.846153846,0.647058824,0.733333333
b12cc99f-3fdf-4ce2-ac65-b8e3fb0817eb,02531004-4599-4177-9d7d-00bc85a200c6,25/07/2023,0.666666667,cs,8,depth = 3 and min_smaple = 5,0,0.0278898,0.2505319,134,0.37037037,0.5,0.235294118,0.32
b12cc99f-3fdf-4ce2-ac65-b8e3fb0817eb,02531004-4599-4177-9d7d-00bc85a200c6,25/07/2023,0.851851852,cs,13,depth = 3 and min_smaple = 5,0,0.0273161,0.2354717,106,0.407407407,0.538461538,0.411764706,0.466666667
b12cc99f-3fdf-4ce2-ac65-b8e3fb0817eb,02531004-4599-4177-9d7d-00bc85a200c6,25/07/2023,0.666666667,AdaCSL_WRC,8,depth = 3 and min_smaple = 5,22,71.0398936,715.1493705,112,0.518518519,0.75,0.352941176,0.48
b12cc99f-3fdf-4ce2-ac65-b8e3fb0817eb,02531004-4599-4177-9d7d-00bc85a200c6,25/07/2023,0.851851852,AdaCSL_WRC,13,depth = 3 and min_smaple = 5,20,64.2213016,656.3752825,62,0.703703704,0.846153846,0.647058824,0.733333333
b12cc99f-3fdf-4ce2-ac65-b8e3fb0817eb,02531004-4599-4177-9d7d-00bc85a200c6,25/07/2023,0.666666667,cfn=cfp AdaCSL_WRC,8,depth = 3 and min_smaple = 5,2,7.0048043,72.4094355,112,0.518518519,0.75,0.352941176,0.48
b12cc99f-3fdf-4ce2-ac65-b8e3fb0817eb,02531004-4599-4177-9d7d-00bc85a200c6,25/07/2023,0.851851852,cfn=cfp AdaCSL_WRC,13,depth = 3 and min_smaple = 5,1,3.4323875,30.8352353,62,0.703703704,0.846153846,0.647058824,0.733333333
b12cc99f-3fdf-4ce2-ac65-b8e3fb0817eb,02531004-4599-4177-9d7d-00bc85a200c6,26/07/2023,0.714285714,dt,8,depth = 10 and min_smaple = 50,0,0.0919206,0.5686714,91,0.642857143,0.875,0.4375,0.583333333
b12cc99f-3fdf-4ce2-ac65-b8e3fb0817eb,02531004-4599-4177-9d7d-00bc85a200c6,26/07/2023,0.892857143,dt,13,depth = 10 and min_smaple = 50,0,0.09168,0.5675008,41,0.821428571,0.923076923,0.75,0.827586207
b12cc99f-3fdf-4ce2-ac65-b8e3fb0817eb,02531004-4599-4177-9d7d-00bc85a200c6,26/07/2023,0.714285714,rf,8,depth = 10 and min_smaple = 15,0,1.5741829,9.0624855,80,0.714285714,1,0.5,0.666666667
b12cc99f-3fdf-4ce2-ac65-b8e3fb0817eb,02531004-4599-4177-9d7d-00bc85a200c6,26/07/2023,0.892857143,rf,13,depth = 10 and min_smaple = 5,0,1.6799283,9.2145447,41,0.821428571,0.923076923,0.75,0.827586207
b12cc99f-3fdf-4ce2-ac65-b8e3fb0817eb,02531004-4599-4177-9d7d-00bc85a200c6,26/07/2023,0.714285714,cs,8,depth = 3 and min_smaple = 5,0,0.0278986,0.2552793,146,0.285714286,0.25,0.125,0.166666667
b12cc99f-3fdf-4ce2-ac65-b8e3fb0817eb,02531004-4599-4177-9d7d-00bc85a200c6,26/07/2023,0.892857143,cs,13,depth = 3 and min_smaple = 5,0,0.0282244,0.2557414,118,0.321428571,0.384615385,0.3125,0.344827586
b12cc99f-3fdf-4ce2-ac65-b8e3fb0817eb,02531004-4599-4177-9d7d-00bc85a200c6,26/07/2023,0.714285714,AdaCSL_WRC,8,depth = 3 and min_smaple = 5,24,82.2479627,813.4306063,91,0.642857143,0.875,0.4375,0.583333333
b12cc99f-3fdf-4ce2-ac65-b8e3fb0817eb,02531004-4599-4177-9d7d-00bc85a200c6,26/07/2023,0.892857143,AdaCSL_WRC,13,depth = 3 and min_smaple = 5,20,67.1019173,654.2789165,52,0.75,0.846153846,0.6875,0.75862069
b12cc99f-3fdf-4ce2-ac65-b8e3fb0817eb,02531004-4599-4177-9d7d-00bc85a200c6,26/07/2023,0.714285714,cfn=cfp AdaCSL_WRC,8,depth = 3 and min_smaple = 5,2,7.3004852,74.0246508,91,0.642857143,0.875,0.4375,0.583333333
b12cc99f-3fdf-4ce2-ac65-b8e3fb0817eb,02531004-4599-4177-9d7d-00bc85a200c6,26/07/2023,0.892857143,cfn=cfp AdaCSL_WRC,13,depth = 3 and min_smaple = 5,1,3.8490112,36.1372707,52,0.75,0.846153846,0.6875,0.75862069
b12cc99f-3fdf-4ce2-ac65-b8e3fb0817eb,02531004-4599-4177-9d7d-00bc85a200c6,27/07/2023,0.703703704,dt,8,depth = 10 and min_smaple = 5,0,0.1117015,0.585981,91,0.62962963,0.875,0.4375,0.583333333
b12cc99f-3fdf-4ce2-ac65-b8e3fb0817eb,02531004-4599-4177-9d7d-00bc85a200c6,27/07/2023,0.888888889,dt,13,depth = 10 and min_smaple = 5,0,0.1115874,0.5820781,52,0.740740741,0.846153846,0.6875,0.75862069
b12cc99f-3fdf-4ce2-ac65-b8e3fb0817eb,02531004-4599-4177-9d7d-00bc85a200c6,27/07/2023,0.703703704,rf,8,depth = 10 and min_smaple = 5,0,1.6413095,8.9963484,91,0.62962963,0.875,0.4375,0.583333333
b12cc99f-3fdf-4ce2-ac65-b8e3fb0817eb,02531004-4599-4177-9d7d-00bc85a200c6,27/07/2023,0.888888889,rf,13,depth = 10 and min_smaple = 5,0,1.6212115,8.7846625,52,0.740740741,0.846153846,0.6875,0.75862069
b12cc99f-3fdf-4ce2-ac65-b8e3fb0817eb,02531004-4599-4177-9d7d-00bc85a200c6,27/07/2023,0.703703704,cs,8,depth = 3 and min_smaple = 5,0,0.025968,0.2393632,146,0.259259259,0.25,0.125,0.166666667
b12cc99f-3fdf-4ce2-ac65-b8e3fb0817eb,02531004-4599-4177-9d7d-00bc85a200c6,27/07/2023,0.888888889,cs,13,depth = 3 and min_smaple = 5,0,0.0267766,0.2392708,118,0.296296296,0.384615385,0.3125,0.344827586
b12cc99f-3fdf-4ce2-ac65-b8e3fb0817eb,02531004-4599-4177-9d7d-00bc85a200c6,27/07/2023,0.703703704,AdaCSL_WRC,8,depth = 3 and min_smaple = 5,25,85.0492754,855.4790909,102,0.555555556,0.75,0.375,0.5
b12cc99f-3fdf-4ce2-ac65-b8e3fb0817eb,02531004-4599-4177-9d7d-00bc85a200c6,27/07/2023,0.888888889,AdaCSL_WRC,13,depth = 3 and min_smaple = 5,16,53.9575837,552.1488548,41,0.814814815,0.923076923,0.75,0.827586207
b12cc99f-3fdf-4ce2-ac65-b8e3fb0817eb,02531004-4599-4177-9d7d-00bc85a200c6,27/07/2023,0.703703704,cfn=cfp AdaCSL_WRC,8,depth = 3 and min_smaple = 5,2,6.5899747,64.5864653,102,0.555555556,0.75,0.375,0.5
b12cc99f-3fdf-4ce2-ac65-b8e3fb0817eb,02531004-4599-4177-9d7d-00bc85a200c6,27/07/2023,0.888888889,cfn=cfp AdaCSL_WRC,13,depth = 3 and min_smaple = 5,2,6.0704831,64.2227648,96,0.444444444,0.538461538,0.4375,0.482758621
b12cc99f-3fdf-4ce2-ac65-b8e3fb0817eb,02531004-4599-4177-9d7d-00bc85a200c6,28/07/2023,0.607142857,dt,8,depth = 10 and min_smaple = 15,0,0.1023248,0.5687158,121,0.535714286,0.875,0.368421053,0.518518519
b12cc99f-3fdf-4ce2-ac65-b8e3fb0817eb,02531004-4599-4177-9d7d-00bc85a200c6,28/07/2023,0.785714286,dt,13,depth = 10 and min_smaple = 15,0,0.1026114,0.5653949,71,0.714285714,0.923076923,0.631578947,0.75
b12cc99f-3fdf-4ce2-ac65-b8e3fb0817eb,02531004-4599-4177-9d7d-00bc85a200c6,28/07/2023,0.607142857,rf,8,depth = 5 and min_smaple = 5,0,0.8530296,8.9204244,110,0.607142857,1,0.421052632,0.592592593
b12cc99f-3fdf-4ce2-ac65-b8e3fb0817eb,02531004-4599-4177-9d7d-00bc85a200c6,28/07/2023,0.785714286,rf,13,depth = 5 and min_smaple = 5,0,0.8579267,8.7917009,71,0.714285714,0.923076923,0.631578947,0.75
b12cc99f-3fdf-4ce2-ac65-b8e3fb0817eb,02531004-4599-4177-9d7d-00bc85a200c6,28/07/2023,0.607142857,cs,8,depth = 3 and min_smaple = 5,0,0.0322277,0.2640704,154,0.321428571,0.5,0.210526316,0.296296296
b12cc99f-3fdf-4ce2-ac65-b8e3fb0817eb,02531004-4599-4177-9d7d-00bc85a200c6,28/07/2023,0.785714286,cs,13,depth = 3 and min_smaple = 5,0,0.0267753,0.2625901,126,0.357142857,0.538461538,0.368421053,0.4375
b12cc99f-3fdf-4ce2-ac65-b8e3fb0817eb,02531004-4599-4177-9d7d-00bc85a200c6,28/07/2023,0.607142857,AdaCSL_WRC,8,depth = 3 and min_smaple = 5,26,91.7579346,916.6253111,121,0.535714286,0.875,0.368421053,0.518518519
b12cc99f-3fdf-4ce2-ac65-b8e3fb0817eb,02531004-4599-4177-9d7d-00bc85a200c6,28/07/2023,0.785714286,AdaCSL_WRC,13,depth = 3 and min_smaple = 5,21,73.0716,731.1014388,93,0.571428571,0.769230769,0.526315789,0.625
b12cc99f-3fdf-4ce2-ac65-b8e3fb0817eb,02531004-4599-4177-9d7d-00bc85a200c6,28/07/2023,0.607142857,cfn=cfp AdaCSL_WRC,8,depth = 3 and min_smaple = 5,2,6.1805564,61.3171165,121,0.535714286,0.875,0.368421053,0.518518519
b12cc99f-3fdf-4ce2-ac65-b8e3fb0817eb,02531004-4599-4177-9d7d-00bc85a200c6,28/07/2023,0.785714286,cfn=cfp AdaCSL_WRC,13,depth = 3 and min_smaple = 5,2,6.0522874,71.0270925,104,0.5,0.692307692,0.473684211,0.5625
b12cc99f-3fdf-4ce2-ac65-b8e3fb0817eb,02531004-4599-4177-9d7d-00bc85a200c6,29/07/2023,0.851851852,dt,8,depth = 3 and min_smaple = 5,0,0.0445749,0.7423275,51,0.777777778,0.875,0.583333333,0.7
b12cc99f-3fdf-4ce2-ac65-b8e3fb0817eb,02531004-4599-4177-9d7d-00bc85a200c6,29/07/2023,0.962962963,dt,13,depth = 3 and min_smaple = 5,0,0.0445292,0.7577466,23,0.814814815,0.769230769,0.833333333,0.8
b12cc99f-3fdf-4ce2-ac65-b8e3fb0817eb,02531004-4599-4177-9d7d-00bc85a200c6,29/07/2023,0.851851852,rf,8,depth = 10 and min_smaple = 5,0,2.2505699,12.1174036,62,0.703703704,0.75,0.5,0.6
b12cc99f-3fdf-4ce2-ac65-b8e3fb0817eb,02531004-4599-4177-9d7d-00bc85a200c6,29/07/2023,0.962962963,rf,13,depth = 10 and min_smaple = 5,0,2.1652182,11.3176052,45,0.666666667,0.615384615,0.666666667,0.64
