uuid,provider,date,max_accuracy,model_name,constraint,best_params,loops_in_model,best_model_duration,all_duration,cost,accuracy,precision,recall,f1
b12cc99f-3fdf-4ce2-ac65-b8e3fb0817eb,02531004-4599-4177-9d7d-00bc85a200c6,29/07/2023,0.851851852,cs,8,depth = 3 and min_smaple = 5,0,0.0299349,0.3223017,84,0.555555556,0.5,0.333333333,0.4
b12cc99f-3fdf-4ce2-ac65-b8e3fb0817eb,02531004-4599-4177-9d7d-00bc85a200c6,29/07/2023,0.962962963,cs,13,depth = 3 and min_smaple = 5,0,0.0447532,0.2744659,78,0.444444444,0.384615385,0.416666667,0.4
b12cc99f-3fdf-4ce2-ac65-b8e3fb0817eb,02531004-4599-4177-9d7d-00bc85a200c6,29/07/2023,0.851851852,AdaCSL_WRC,8,depth = 3 and min_smaple = 5,12,46.3779465,442.1304014,62,0.703703704,0.75,0.5,0.6
b12cc99f-3fdf-4ce2-ac65-b8e3fb0817eb,02531004-4599-4177-9d7d-00bc85a200c6,29/07/2023,0.962962963,AdaCSL_WRC,13,depth = 3 and min_smaple = 5,12,42.4480271,448.6861018,45,0.666666667,0.615384615,0.666666667,0.64
b12cc99f-3fdf-4ce2-ac65-b8e3fb0817eb,02531004-4599-4177-9d7d-00bc85a200c6,29/07/2023,0.851851852,cfn=cfp AdaCSL_WRC,8,depth = 5 and min_smaple = 5,1,2.8063641,23.8832826,84,0.555555556,0.5,0.333333333,0.4
b12cc99f-3fdf-4ce2-ac65-b8e3fb0817eb,02531004-4599-4177-9d7d-00bc85a200c6,29/07/2023,0.962962963,cfn=cfp AdaCSL_WRC,13,depth = 5 and min_smaple = 5,1,2.8655651,24.0260952,67,0.518518519,0.461538462,0.5,0.48
b12cc99f-3fdf-4ce2-ac65-b8e3fb0817eb,02531004-4599-4177-9d7d-00bc85a200c6,30/07/2023,0.962962963,dt,8,depth = 10 and min_smaple = 5,0,0.1139059,0.5841382,54,0.666666667,0.5,0.444444444,0.470588235
b12cc99f-3fdf-4ce2-ac65-b8e3fb0817eb,02531004-4599-4177-9d7d-00bc85a200c6,30/07/2023,0.851851852,dt,13,depth = 10 and min_smaple = 5,0,0.1084871,0.5717652,37,0.62962963,0.461538462,0.666666667,0.545454545
b12cc99f-3fdf-4ce2-ac65-b8e3fb0817eb,02531004-4599-4177-9d7d-00bc85a200c6,30/07/2023,0.962962963,rf,8,depth = 10 and min_smaple = 5,0,1.6306321,9.0882224,65,0.592592593,0.375,0.333333333,0.352941176
b12cc99f-3fdf-4ce2-ac65-b8e3fb0817eb,02531004-4599-4177-9d7d-00bc85a200c6,30/07/2023,0.851851852,rf,13,depth = 10 and min_smaple = 5,0,1.706592,9.3541756,37,0.62962963,0.461538462,0.666666667,0.545454545
b12cc99f-3fdf-4ce2-ac65-b8e3fb0817eb,02531004-4599-4177-9d7d-00bc85a200c6,30/07/2023,0.962962963,cs,8,depth = 3 and min_smaple = 5,0,0.0397056,0.2956201,76,0.518518519,0.25,0.222222222,0.235294118
b12cc99f-3fdf-4ce2-ac65-b8e3fb0817eb,02531004-4599-4177-9d7d-00bc85a200c6,30/07/2023,0.851851852,cs,13,depth = 3 and min_smaple = 5,0,0.0283753,0.2514996,70,0.407407407,0.230769231,0.333333333,0.272727273
b12cc99f-3fdf-4ce2-ac65-b8e3fb0817eb,02531004-4599-4177-9d7d-00bc85a200c6,30/07/2023,0.962962963,AdaCSL_WRC,8,depth = 3 and min_smaple = 5,15,52.9752566,604.4840526,65,0.592592593,0.375,0.333333333,0.352941176
b12cc99f-3fdf-4ce2-ac65-b8e3fb0817eb,02531004-4599-4177-9d7d-00bc85a200c6,30/07/2023,0.851851852,AdaCSL_WRC,13,depth = 3 and min_smaple = 5,13,50.6449228,490.2766543,48,0.555555556,0.384615385,0.555555556,0.454545455
b12cc99f-3fdf-4ce2-ac65-b8e3fb0817eb,02531004-4599-4177-9d7d-00bc85a200c6,30/07/2023,0.962962963,cfn=cfp AdaCSL_WRC,8,depth = 5 and min_smaple = 5,1,2.6515728,22.8612596,65,0.592592593,0.375,0.333333333,0.352941176
b12cc99f-3fdf-4ce2-ac65-b8e3fb0817eb,02531004-4599-4177-9d7d-00bc85a200c6,30/07/2023,0.851851852,cfn=cfp AdaCSL_WRC,13,depth = 5 and min_smaple = 5,1,2.7509729,22.8443728,48,0.555555556,0.384615385,0.555555556,0.454545455
b12cc99f-3fdf-4ce2-ac65-b8e3fb0817eb,02531004-4599-4177-9d7d-00bc85a200c6,31/07/2023,0.851851852,dt,8,depth = 5 and min_smaple = 50,0,0.0534806,0.557485,73,0.62962963,0.625,0.416666667,0.5
b12cc99f-3fdf-4ce2-ac65-b8e3fb0817eb,02531004-4599-4177-9d7d-00bc85a200c6,31/07/2023,0.962962963,dt,13,depth = 5 and min_smaple = 50,0,0.0535678,0.5611876,45,0.666666667,0.615384615,0.666666667,0.64
b12cc99f-3fdf-4ce2-ac65-b8e3fb0817eb,02531004-4599-4177-9d7d-00bc85a200c6,31/07/2023,0.851851852,rf,8,depth = 10 and min_smaple = 15,0,1.4896235,8.7070372,73,0.62962963,0.625,0.416666667,0.5
b12cc99f-3fdf-4ce2-ac65-b8e3fb0817eb,02531004-4599-4177-9d7d-00bc85a200c6,31/07/2023,0.962962963,rf,13,depth = 10 and min_smaple = 5,0,1.6058253,8.7527924,45,0.666666667,0.615384615,0.666666667,0.64
b12cc99f-3fdf-4ce2-ac65-b8e3fb0817eb,02531004-4599-4177-9d7d-00bc85a200c6,31/07/2023,0.851851852,cs,8,depth = 3 and min_smaple = 5,0,0.0281652,0.2476484,117,0.333333333,0.125,0.083333333,0.1
b12cc99f-3fdf-4ce2-ac65-b8e3fb0817eb,02531004-4599-4177-9d7d-00bc85a200c6,31/07/2023,0.962962963,cs,13,depth = 3 and min_smaple = 5,0,0.027061,0.2401032,89,0.37037037,0.307692308,0.333333333,0.32
b12cc99f-3fdf-4ce2-ac65-b8e3fb0817eb,02531004-4599-4177-9d7d-00bc85a200c6,31/07/2023,0.851851852,AdaCSL_WRC,8,depth = 3 and min_smaple = 5,22,71.705732,722.3632298,84,0.555555556,0.5,0.333333333,0.4
b12cc99f-3fdf-4ce2-ac65-b8e3fb0817eb,02531004-4599-4177-9d7d-00bc85a200c6,31/07/2023,0.962962963,AdaCSL_WRC,13,depth = 3 and min_smaple = 5,18,59.2508222,593.3453672,67,0.518518519,0.461538462,0.5,0.48
b12cc99f-3fdf-4ce2-ac65-b8e3fb0817eb,02531004-4599-4177-9d7d-00bc85a200c6,31/07/2023,0.851851852,cfn=cfp AdaCSL_WRC,8,depth = 3 and min_smaple = 5,2,6.0301318,58.2254717,73,0.62962963,0.625,0.416666667,0.5
b12cc99f-3fdf-4ce2-ac65-b8e3fb0817eb,02531004-4599-4177-9d7d-00bc85a200c6,31/07/2023,0.962962963,cfn=cfp AdaCSL_WRC,13,depth = 3 and min_smaple = 5,1,2.5119183,23.5345919,78,0.444444444,0.384615385,0.416666667,0.4
26672682-9d0d-4049-95ca-c5879996ebf1,856f211d-c66e-4db7-b910-7419900a70e1,25/07/2023,0.695652174,dt,5,depth = 3 and min_smaple = 5,0,0.043542,0.5795687,92,0.52173913,0.6,0.25,0.352941176
26672682-9d0d-4049-95ca-c5879996ebf1,856f211d-c66e-4db7-b910-7419900a70e1,25/07/2023,0.826086957,dt,8,depth = 3 and min_smaple = 5,0,0.0336132,0.5973172,62,0.652173913,0.75,0.5,0.6
26672682-9d0d-4049-95ca-c5879996ebf1,856f211d-c66e-4db7-b910-7419900a70e1,25/07/2023,0.695652174,rf,5,depth = 5 and min_smaple = 15,0,0.8379336,8.8762198,81,0.608695652,0.8,0.333333333,0.470588235
26672682-9d0d-4049-95ca-c5879996ebf1,856f211d-c66e-4db7-b910-7419900a70e1,25/07/2023,0.826086957,rf,8,depth = 5 and min_smaple = 5,0,0.8619712,9.0067972,51,0.739130435,0.875,0.583333333,0.7
26672682-9d0d-4049-95ca-c5879996ebf1,856f211d-c66e-4db7-b910-7419900a70e1,25/07/2023,0.695652174,cs,5,depth = 3 and min_smaple = 5,0,0.0282755,0.2463086,103,0.434782609,0.4,0.166666667,0.235294118
26672682-9d0d-4049-95ca-c5879996ebf1,856f211d-c66e-4db7-b910-7419900a70e1,25/07/2023,0.826086957,cs,8,depth = 3 and min_smaple = 5,0,0.0261497,0.2331488,95,0.391304348,0.375,0.25,0.3
26672682-9d0d-4049-95ca-c5879996ebf1,856f211d-c66e-4db7-b910-7419900a70e1,25/07/2023,0.695652174,AdaCSL_WRC,5,depth = 3 and min_smaple = 5,24,78.2767424,795.6434994,92,0.52173913,0.6,0.25,0.352941176
26672682-9d0d-4049-95ca-c5879996ebf1,856f211d-c66e-4db7-b910-7419900a70e1,25/07/2023,0.826086957,AdaCSL_WRC,8,depth = 3 and min_smaple = 5,18,59.8684401,595.1288944,73,0.565217391,0.625,0.416666667,0.5
26672682-9d0d-4049-95ca-c5879996ebf1,856f211d-c66e-4db7-b910-7419900a70e1,25/07/2023,0.695652174,cfn=cfp AdaCSL_WRC,5,depth = 3 and min_smaple = 5,2,7.3318522,71.3076419,92,0.52173913,0.6,0.25,0.352941176
26672682-9d0d-4049-95ca-c5879996ebf1,856f211d-c66e-4db7-b910-7419900a70e1,25/07/2023,0.826086957,cfn=cfp AdaCSL_WRC,8,depth = 3 and min_smaple = 5,1,3.3777417,31.7180307,62,0.652173913,0.75,0.5,0.6
26672682-9d0d-4049-95ca-c5879996ebf1,856f211d-c66e-4db7-b910-7419900a70e1,26/07/2023,0.681818182,dt,5,depth = 10 and min_smaple = 5,0,0.1159541,0.5889761,70,0.681818182,1,0.416666667,0.588235294
26672682-9d0d-4049-95ca-c5879996ebf1,856f211d-c66e-4db7-b910-7419900a70e1,26/07/2023,0.818181818,dt,8,depth = 10 and min_smaple = 5,0,0.1115083,0.5769923,51,0.727272727,0.875,0.583333333,0.7
26672682-9d0d-4049-95ca-c5879996ebf1,856f211d-c66e-4db7-b910-7419900a70e1,26/07/2023,0.681818182,rf,5,depth = 10 and min_smaple = 5,0,1.650212,8.9892005,81,0.590909091,0.8,0.333333333,0.470588235
26672682-9d0d-4049-95ca-c5879996ebf1,856f211d-c66e-4db7-b910-7419900a70e1,26/07/2023,0.818181818,rf,8,depth = 10 and min_smaple = 5,0,1.6689082,9.0960886,62,0.636363636,0.75,0.5,0.6
26672682-9d0d-4049-95ca-c5879996ebf1,856f211d-c66e-4db7-b910-7419900a70e1,26/07/2023,0.681818182,cs,5,depth = 3 and min_smaple = 5,0,0.0277245,0.2539781,103,0.409090909,0.4,0.166666667,0.235294118
26672682-9d0d-4049-95ca-c5879996ebf1,856f211d-c66e-4db7-b910-7419900a70e1,26/07/2023,0.818181818,cs,8,depth = 3 and min_smaple = 5,0,0.0287151,0.2506442,84,0.454545455,0.5,0.333333333,0.4
26672682-9d0d-4049-95ca-c5879996ebf1,856f211d-c66e-4db7-b910-7419900a70e1,26/07/2023,0.681818182,AdaCSL_WRC,5,depth = 3 and min_smaple = 5,31,106.2838244,1079.924313,81,0.590909091,0.8,0.333333333,0.470588235
26672682-9d0d-4049-95ca-c5879996ebf1,856f211d-c66e-4db7-b910-7419900a70e1,26/07/2023,0.818181818,AdaCSL_WRC,8,depth = 3 and min_smaple = 5,18,62.1107307,603.4421079,73,0.545454545,0.625,0.416666667,0.5
26672682-9d0d-4049-95ca-c5879996ebf1,856f211d-c66e-4db7-b910-7419900a70e1,26/07/2023,0.681818182,cfn=cfp AdaCSL_WRC,5,depth = 3 and min_smaple = 5,3,11.3212513,114.9000878,92,0.5,0.6,0.25,0.352941176
26672682-9d0d-4049-95ca-c5879996ebf1,856f211d-c66e-4db7-b910-7419900a70e1,26/07/2023,0.818181818,cfn=cfp AdaCSL_WRC,8,depth = 3 and min_smaple = 5,1,3.9337031,37.1262921,73,0.545454545,0.625,0.416666667,0.5
26672682-9d0d-4049-95ca-c5879996ebf1,856f211d-c66e-4db7-b910-7419900a70e1,27/07/2023,0.863636364,dt,5,depth = 5 and min_smaple = 5,0,0.0584807,0.6045513,30,0.863636364,1,0.625,0.769230769
26672682-9d0d-4049-95ca-c5879996ebf1,856f211d-c66e-4db7-b910-7419900a70e1,27/07/2023,1,dt,8,depth = 5 and min_smaple = 5,0,0.0572176,0.6134952,33,0.727272727,0.625,0.625,0.625
26672682-9d0d-4049-95ca-c5879996ebf1,856f211d-c66e-4db7-b910-7419900a70e1,27/07/2023,0.863636364,rf,5,depth = 3 and min_smaple = 5,0,0.6452853,9.7398349,63,0.590909091,0.4,0.25,0.307692308
26672682-9d0d-4049-95ca-c5879996ebf1,856f211d-c66e-4db7-b910-7419900a70e1,27/07/2023,1,rf,8,depth = 3 and min_smaple = 5,0,0.692207,9.611637,44,0.636363636,0.5,0.5,0.5
26672682-9d0d-4049-95ca-c5879996ebf1,856f211d-c66e-4db7-b910-7419900a70e1,27/07/2023,0.863636364,cs,5,depth = 3 and min_smaple = 5,0,0.0284819,0.2560318,63,0.590909091,0.4,0.25,0.307692308
26672682-9d0d-4049-95ca-c5879996ebf1,856f211d-c66e-4db7-b910-7419900a70e1,27/07/2023,1,cs,8,depth = 3 and min_smaple = 5,0,0.0290058,0.259166,44,0.636363636,0.5,0.5,0.5
26672682-9d0d-4049-95ca-c5879996ebf1,856f211d-c66e-4db7-b910-7419900a70e1,27/07/2023,0.863636364,AdaCSL_WRC,5,depth = 3 and min_smaple = 5,25,90.8530773,885.5141572,74,0.5,0.2,0.125,0.153846154
26672682-9d0d-4049-95ca-c5879996ebf1,856f211d-c66e-4db7-b910-7419900a70e1,27/07/2023,1,AdaCSL_WRC,8,depth = 3 and min_smaple = 5,20,68.6707576,692.6262604,55,0.545454545,0.375,0.375,0.375
26672682-9d0d-4049-95ca-c5879996ebf1,856f211d-c66e-4db7-b910-7419900a70e1,27/07/2023,0.863636364,cfn=cfp AdaCSL_WRC,5,depth = 3 and min_smaple = 5,2,6.6043567,67.4612442,74,0.5,0.2,0.125,0.153846154
26672682-9d0d-4049-95ca-c5879996ebf1,856f211d-c66e-4db7-b910-7419900a70e1,27/07/2023,1,cfn=cfp AdaCSL_WRC,8,depth = 3 and min_smaple = 5,1,2.6071298,25.5530825,55,0.545454545,0.375,0.375,0.375
26672682-9d0d-4049-95ca-c5879996ebf1,856f211d-c66e-4db7-b910-7419900a70e1,28/07/2023,0.826086957,dt,5,depth = 5 and min_smaple = 5,0,0.0558497,0.5847953,40,0.826086957,1,0.555555556,0.714285714
26672682-9d0d-4049-95ca-c5879996ebf1,856f211d-c66e-4db7-b910-7419900a70e1,28/07/2023,0.956521739,dt,8,depth = 5 and min_smaple = 5,0,0.0543867,0.579803,32,0.782608696,0.75,0.666666667,0.705882353
26672682-9d0d-4049-95ca-c5879996ebf1,856f211d-c66e-4db7-b910-7419900a70e1,28/07/2023,0.826086957,rf,5,depth = 3 and min_smaple = 15,0,0.649778,9.3894366,62,0.652173913,0.6,0.333333333,0.428571429
26672682-9d0d-4049-95ca-c5879996ebf1,856f211d-c66e-4db7-b910-7419900a70e1,28/07/2023,0.956521739,rf,8,depth = 10 and min_smaple = 5,0,1.6812938,9.182893,32,0.782608696,0.75,0.666666667,0.705882353
26672682-9d0d-4049-95ca-c5879996ebf1,856f211d-c66e-4db7-b910-7419900a70e1,28/07/2023,0.826086957,cs,5,depth = 3 and min_smaple = 5,0,0.0277829,0.2479237,73,0.565217391,0.4,0.222222222,0.285714286
26672682-9d0d-4049-95ca-c5879996ebf1,856f211d-c66e-4db7-b910-7419900a70e1,28/07/2023,0.956521739,cs,8,depth = 3 and min_smaple = 5,0,0.0273117,0.2437949,65,0.52173913,0.375,0.333333333,0.352941176
26672682-9d0d-4049-95ca-c5879996ebf1,856f211d-c66e-4db7-b910-7419900a70e1,28/07/2023,0.826086957,AdaCSL_WRC,5,depth = 3 and min_smaple = 5,19,69.3080727,698.8201036,40,0.826086957,1,0.555555556,0.714285714
26672682-9d0d-4049-95ca-c5879996ebf1,856f211d-c66e-4db7-b910-7419900a70e1,28/07/2023,0.956521739,AdaCSL_WRC,8,depth = 3 and min_smaple = 5,19,68.2391106,694.9447082,32,0.782608696,0.75,0.666666667,0.705882353
26672682-9d0d-4049-95ca-c5879996ebf1,856f211d-c66e-4db7-b910-7419900a70e1,28/07/2023,0.826086957,cfn=cfp AdaCSL_WRC,5,depth = 3 and min_smaple = 5,2,6.4482849,64.9022895,62,0.652173913,0.6,0.333333333,0.428571429
26672682-9d0d-4049-95ca-c5879996ebf1,856f211d-c66e-4db7-b910-7419900a70e1,28/07/2023,0.956521739,cfn=cfp AdaCSL_WRC,8,depth = 3 and min_smaple = 5,1,2.5074246,24.4289195,43,0.695652174,0.625,0.555555556,0.588235294
26672682-9d0d-4049-95ca-c5879996ebf1,856f211d-c66e-4db7-b910-7419900a70e1,29/07/2023,0.782608696,dt,5,depth = 10 and min_smaple = 5,0,0.1124892,0.5948919,61,0.695652174,0.8,0.4,0.533333333
26672682-9d0d-4049-95ca-c5879996ebf1,856f211d-c66e-4db7-b910-7419900a70e1,29/07/2023,0.913043478,dt,8,depth = 10 and min_smaple = 5,0,0.1164871,0.6264531,42,0.739130435,0.75,0.6,0.666666667
26672682-9d0d-4049-95ca-c5879996ebf1,856f211d-c66e-4db7-b910-7419900a70e1,29/07/2023,0.782608696,rf,5,depth = 5 and min_smaple = 5,0,0.9141682,9.2394447,50,0.782608696,1,0.5,0.666666667
26672682-9d0d-4049-95ca-c5879996ebf1,856f211d-c66e-4db7-b910-7419900a70e1,29/07/2023,0.913043478,rf,8,depth = 10 and min_smaple = 5,0,1.6245906,9.1392282,20,0.913043478,1,0.8,0.888888889
26672682-9d0d-4049-95ca-c5879996ebf1,856f211d-c66e-4db7-b910-7419900a70e1,29/07/2023,0.782608696,cs,5,depth = 3 and min_smaple = 5,0,0.0279989,0.2476891,94,0.434782609,0.2,0.1,0.133333333
26672682-9d0d-4049-95ca-c5879996ebf1,856f211d-c66e-4db7-b910-7419900a70e1,29/07/2023,0.913043478,cs,8,depth = 3 and min_smaple = 5,0,0.0268579,0.2505408,75,0.47826087,0.375,0.3,0.333333333
26672682-9d0d-4049-95ca-c5879996ebf1,856f211d-c66e-4db7-b910-7419900a70e1,29/07/2023,0.782608696,AdaCSL_WRC,5,depth = 3 and min_smaple = 5,27,94.015365,964.8555322,61,0.695652174,0.8,0.4,0.533333333
26672682-9d0d-4049-95ca-c5879996ebf1,856f211d-c66e-4db7-b910-7419900a70e1,29/07/2023,0.913043478,AdaCSL_WRC,8,depth = 3 and min_smaple = 5,20,70.4815411,712.9430419,42,0.739130435,0.75,0.6,0.666666667
26672682-9d0d-4049-95ca-c5879996ebf1,856f211d-c66e-4db7-b910-7419900a70e1,29/07/2023,0.782608696,cfn=cfp AdaCSL_WRC,5,depth = 3 and min_smaple = 5,2,6.1417038,62.2401878,61,0.695652174,0.8,0.4,0.533333333
26672682-9d0d-4049-95ca-c5879996ebf1,856f211d-c66e-4db7-b910-7419900a70e1,29/07/2023,0.913043478,cfn=cfp AdaCSL_WRC,8,depth = 3 and min_smaple = 5,1,2.6770312,24.2754012,42,0.739130435,0.75,0.6,0.666666667
26672682-9d0d-4049-95ca-c5879996ebf1,856f211d-c66e-4db7-b910-7419900a70e1,30/07/2023,0.956521739,dt,5,depth = 10 and min_smaple = 5,0,0.1117672,0.5809618,32,0.782608696,0.6,0.5,0.545454545
26672682-9d0d-4049-95ca-c5879996ebf1,856f211d-c66e-4db7-b910-7419900a70e1,30/07/2023,0.913043478,dt,8,depth = 10 and min_smaple = 5,0,0.1109002,0.5807444,24,0.739130435,0.5,0.666666667,0.571428571
26672682-9d0d-4049-95ca-c5879996ebf1,856f211d-c66e-4db7-b910-7419900a70e1,30/07/2023,0.956521739,rf,5,depth = 10 and min_smaple = 5,0,1.6169188,8.9747424,32,0.782608696,0.6,0.5,0.545454545
26672682-9d0d-4049-95ca-c5879996ebf1,856f211d-c66e-4db7-b910-7419900a70e1,30/07/2023,0.913043478,rf,8,depth = 10 and min_smaple = 5,0,1.663433,8.922989,24,0.739130435,0.5,0.666666667,0.571428571
26672682-9d0d-4049-95ca-c5879996ebf1,856f211d-c66e-4db7-b910-7419900a70e1,30/07/2023,0.956521739,cs,5,depth = 3 and min_smaple = 5,0,0.0268113,0.2430595,54,0.608695652,0.2,0.166666667,0.181818182
26672682-9d0d-4049-95ca-c5879996ebf1,856f211d-c66e-4db7-b910-7419900a70e1,30/07/2023,0.913043478,cs,8,depth = 3 and min_smaple = 5,0,0.0271183,0.2460624,35,0.652173913,0.375,0.5,0.428571429
26672682-9d0d-4049-95ca-c5879996ebf1,856f211d-c66e-4db7-b910-7419900a70e1,30/07/2023,0.956521739,AdaCSL_WRC,5,depth = 3 and min_smaple = 5,11,42.0317941,409.4386121,43,0.695652174,0.4,0.333333333,0.363636364
26672682-9d0d-4049-95ca-c5879996ebf1,856f211d-c66e-4db7-b910-7419900a70e1,30/07/2023,0.913043478,AdaCSL_WRC,8,depth = 3 and min_smaple = 5,6,20.2114429,197.6986206,24,0.739130435,0.5,0.666666667,0.571428571
26672682-9d0d-4049-95ca-c5879996ebf1,856f211d-c66e-4db7-b910-7419900a70e1,30/07/2023,0.956521739,cfn=cfp AdaCSL_WRC,5,depth = 3 and min_smaple = 5,1,2.4869268,23.4254201,54,0.608695652,0.2,0.166666667,0.181818182
26672682-9d0d-4049-95ca-c5879996ebf1,856f211d-c66e-4db7-b910-7419900a70e1,30/07/2023,0.913043478,cfn=cfp AdaCSL_WRC,8,depth = 3 and min_smaple = 5,1,2.4327724,23.1871299,46,0.565217391,0.25,0.333333333,0.285714286
26672682-9d0d-4049-95ca-c5879996ebf1,856f211d-c66e-4db7-b910-7419900a70e1,31/07/2023,0.782608696,dt,5,depth = 5 and min_smaple = 50,0,0.05406,0.5711794,61,0.695652174,0.8,0.4,0.533333333
26672682-9d0d-4049-95ca-c5879996ebf1,856f211d-c66e-4db7-b910-7419900a70e1,31/07/2023,0.913043478,dt,8,depth = 5 and min_smaple = 50,0,0.0538077,0.5735069,42,0.739130435,0.75,0.6,0.666666667
26672682-9d0d-4049-95ca-c5879996ebf1,856f211d-c66e-4db7-b910-7419900a70e1,31/07/2023,0.782608696,rf,5,depth = 3 and min_smaple = 5,0,0.6030156,9.1612921,61,0.695652174,0.8,0.4,0.533333333
26672682-9d0d-4049-95ca-c5879996ebf1,856f211d-c66e-4db7-b910-7419900a70e1,31/07/2023,0.913043478,rf,8,depth = 3 and min_smaple = 5,0,0.6265571,8.9660651,42,0.739130435,0.75,0.6,0.666666667
26672682-9d0d-4049-95ca-c5879996ebf1,856f211d-c66e-4db7-b910-7419900a70e1,31/07/2023,0.782608696,cs,5,depth = 3 and min_smaple = 5,0,0.0270111,0.2405192,83,0.52173913,0.4,0.2,0.266666667
26672682-9d0d-4049-95ca-c5879996ebf1,856f211d-c66e-4db7-b910-7419900a70e1,31/07/2023,0.913043478,cs,8,depth = 3 and min_smaple = 5,0,0.026518,0.2401645,53,0.652173913,0.625,0.5,0.555555556
26672682-9d0d-4049-95ca-c5879996ebf1,856f211d-c66e-4db7-b910-7419900a70e1,31/07/2023,0.782608696,AdaCSL_WRC,5,depth = 3 and min_smaple = 5,25,83.9958794,850.5137805,50,0.782608696,1,0.5,0.666666667
26672682-9d0d-4049-95ca-c5879996ebf1,856f211d-c66e-4db7-b910-7419900a70e1,31/07/2023,0.913043478,AdaCSL_WRC,8,depth = 3 and min_smaple = 5,18,59.5208097,604.3063199,42,0.739130435,0.75,0.6,0.666666667
26672682-9d0d-4049-95ca-c5879996ebf1,856f211d-c66e-4db7-b910-7419900a70e1,31/07/2023,0.782608696,cfn=cfp AdaCSL_WRC,5,depth = 3 and min_smaple = 5,2,6.2396494,59.9384793,61,0.695652174,0.8,0.4,0.533333333
26672682-9d0d-4049-95ca-c5879996ebf1,856f211d-c66e-4db7-b910-7419900a70e1,31/07/2023,0.913043478,cfn=cfp AdaCSL_WRC,8,depth = 3 and min_smaple = 5,1,2.5101982,24.0914116,42,0.739130435,0.75,0.6,0.666666667
